Prediction Window (Months),Task,AUROC,AUPRC,Sensitivity,Specificity,F1-Score,Lesion Complexity Score,Stent Type Score,AI Risk Prediction Score,Calibration Score,p-value,AUPRC (Ischemia),AUPRC (Bleeding,AUROC (Ischemia),AUROC (Bleeding),Standard Care EFS (%),AI-Driven EFS (%),Absolute Risk Reduction (ARR %),Relative Risk Reduction (RRR %),p-value
8,Bleeding Risk,0.88,0.7,89.8,79.6,84.4,0.97,0.29,0.91,0.939538071,0.002723805,0.745217156,0.698815515,0.779241821,0.745637349,68.79895674,75.64352445,-6.844567709,-9.948650436,0.004076744
37,Bleeding Risk,0.85,0.75,91.1,82.6,86.6,0.78,0.48,0.85,0.919322965,0.002883478,0.679647344,0.612072238,0.830623225,0.705892618,71.18648866,76.99997307,-5.813484408,-8.166555926,0.004316273
37,Ischemic Event,0.78,0.82,81.8,82,81.9,0.28,0.15,0.93,0.938734359,0.004812989,0.691344074,0.664024393,0.84664732,0.757020891,69.00977393,75.84488861,-6.835114687,-9.904560323,0.002839067
15,Ischemic Event,0.8,0.72,85.7,79.5,82.5,0.35,0.06,0.83,0.893931325,0.002799965,0.705682702,0.673406037,0.828792632,0.776747466,69.66677724,72.6902223,-3.023445061,-4.339866406,0.001195745
35,Bleeding Risk,0.81,0.69,81.3,81.4,81.3,0.09,0.9,0.71,0.91793623,0.003583732,0.654376081,0.636523976,0.78049766,0.732251395,67.69684527,71.56850913,-3.87166386,-5.719120064,0.001699233
4,Ischemic Event,0.89,0.68,92.7,79.3,85.5,0.03,0.85,0.87,0.925166254,0.004395818,0.719671327,0.630199633,0.770648764,0.705851781,70.15792893,76.54266,-6.384731073,-9.100512472,0.001773315
36,Ischemic Event,0.88,0.72,87.7,80.2,83.8,0.65,0.86,0.8,0.874288451,0.004128188,0.661905063,0.689428717,0.775862256,0.708041639,73.83840481,77.95013418,-4.111729364,-5.568551182,0.004954844
14,Bleeding Risk,0.88,0.78,91.1,82.8,86.8,0.35,0.13,0.89,0.904512664,0.001856234,0.710928103,0.621831092,0.806600317,0.701106181,72.5880553,79.94506293,-7.357007631,-10.13528686,0.001816366
33,Ischemic Event,0.82,0.84,79.9,82.2,81,0.8,0.11,0.78,0.935125183,0.002588119,0.726556045,0.615310134,0.833707954,0.738864767,69.95797046,74.54366921,-4.58569875,-6.554933941,0.00312215
33,Bleeding Risk,0.88,0.7,85.8,72.4,78.5,0.57,0.08,0.74,0.91286984,0.003594651,0.699329284,0.650257345,0.808445379,0.761765088,73.90932241,77.96667856,-4.05735616,-5.489640586,0.003872311
34,Bleeding Risk,0.79,0.79,87.1,73.1,79.5,0.31,0.43,0.94,0.94875878,0.003454385,0.738937781,0.621411362,0.805423685,0.761049062,74.51465147,78.00022863,-3.485577161,-4.677707125,0.003860712
33,Ischemic Event,0.8,0.82,84.2,73.5,78.5,0.19,0.77,0.68,0.940173556,0.003509582,0.671499836,0.605764271,0.802488869,0.756163833,74.05651511,77.44914475,-3.392629642,-4.581135957,0.004110184
20,Bleeding Risk,0.88,0.77,88,81.7,84.7,0.57,0.15,0.79,0.85017869,0.00468438,0.705797734,0.692391637,0.808164261,0.780635364,69.22964577,77.21080973,-7.981163956,-11.52853502,0.004917874
11,Ischemic Event,0.9,0.78,81.8,82.9,82.3,0.02,0.42,0.85,0.929368236,0.001874936,0.709197942,0.677313351,0.799805896,0.71386583,68.70252811,72.18243173,-3.479903626,-5.065175507,0.002396532
34,Ischemic Event,0.78,0.73,88.8,72.9,80.1,0.55,0.85,0.8,0.865854078,0.003730252,0.711524304,0.677832552,0.772937472,0.776016814,69.19003735,74.76134,-5.571302659,-8.052174667,0.003927545
36,Ischemic Event,0.82,0.74,82.3,72.9,77.3,0.4,0.31,0.67,0.869123211,0.004705017,0.69905329,0.633516498,0.767583185,0.701609768,66.58520236,73.124029,-6.538826635,-9.820239938,0.001963419
7,Ischemic Event,0.83,0.82,79.7,77.5,78.6,0.84,0.38,0.9,0.924638064,0.002044568,0.725856088,0.629170666,0.778754811,0.716379099,65.13314413,71.8365632,-6.703419076,-10.29187085,0.004495885
12,Bleeding Risk,0.91,0.79,82.3,76.7,79.4,0.28,0.62,0.9,0.947916021,0.004116457,0.666781353,0.672995927,0.841786346,0.705478048,65.41747738,69.82374382,-4.406266445,-6.735610454,0.001801338
15,Ischemic Event,0.84,0.65,92.4,71.7,80.7,0.12,0.22,0.67,0.944974054,0.004926379,0.70634151,0.663592663,0.783336576,0.775174115,70.05629756,75.00852797,-4.95223041,-7.068929679,0.002796633
37,Bleeding Risk,0.83,0.81,87.2,72.2,79,0.73,0.29,0.71,0.854897079,0.003503559,0.724199274,0.670887228,0.804322748,0.777183517,69.01338935,75.88816728,-6.874777935,-9.961513266,0.001114155
24,Bleeding Risk,0.81,0.73,82.6,72.7,77.3,0.48,0.45,0.92,0.853738197,0.002090828,0.712755539,0.601007875,0.840699996,0.76603341,72.00430676,76.73778811,-4.733481355,-6.573886435,0.004085413
31,Ischemic Event,0.85,0.74,83.4,76.8,80,0.85,0.29,0.69,0.866479368,0.004350428,0.674184623,0.629523296,0.805035763,0.708420802,65.94248528,73.54024248,-7.597757207,-11.52179384,0.004549133
8,Ischemic Event,0.78,0.83,91.1,77.8,83.9,0.07,0.04,0.93,0.900079445,0.002082563,0.707615639,0.686988313,0.845669099,0.735340015,71.99249065,79.50836339,-7.515872735,-10.43980097,0.001307086
5,Ischemic Event,0.9,0.83,89.7,80.1,84.6,0.88,0.45,0.69,0.9424532,0.003957247,0.696279253,0.621275045,0.806495033,0.792595269,69.56892847,74.91911953,-5.35019106,-7.690489386,0.004000346
12,Bleeding Risk,0.86,0.84,81.5,85.9,83.6,0.18,0.6,0.74,0.860785829,0.001709324,0.707092874,0.633078441,0.819073244,0.797564019,65.58348195,71.56455657,-5.981074621,-9.119788158,0.004851665
5,Ischemic Event,0.9,0.79,84.8,79.5,82.1,0.52,0.19,0.69,0.871497606,0.001335019,0.740496431,0.625849883,0.82312361,0.783118998,71.63503081,77.91934936,-6.28431855,-8.772689115,0.001211382
31,Ischemic Event,0.86,0.81,88.6,82.1,85.2,0.27,0.7,0.7,0.870865208,0.00153546,0.6633408,0.697497136,0.813176344,0.797022681,73.20892232,76.65893159,-3.450009273,-4.712553012,0.001663279
14,Bleeding Risk,0.81,0.69,89.2,83.6,86.3,0.83,0.51,0.81,0.937908425,0.00221668,0.704767458,0.603999819,0.773551036,0.703404092,67.0639469,72.3431475,-5.279200602,-7.871890705,0.001082431
10,Ischemic Event,0.88,0.66,87.8,73.1,79.8,0.45,0.27,0.85,0.892326238,0.001704047,0.669739045,0.609269206,0.846756952,0.78375899,67.74205478,71.54662002,-3.804565238,-5.61625308,0.004907503
23,Bleeding Risk,0.82,0.84,82.1,74,77.8,0.51,0.92,0.69,0.897415877,0.00238461,0.737338805,0.66496872,0.804033956,0.794123906,67.46989098,71.3475467,-3.877655716,-5.747238745,0.002644492
1,Bleeding Risk,0.85,0.68,86.3,74.9,80.2,0.73,0.03,0.87,0.887881238,0.004887133,0.678768928,0.671269896,0.815454272,0.717549285,68.84364757,73.48447236,-4.640824795,-6.741108234,0.004911125
1,Ischemic Event,0.84,0.76,86.9,75.4,80.7,0.58,0.01,0.77,0.899623113,0.004174528,0.694702532,0.694027723,0.77749363,0.777373957,67.41169724,72.17437641,-4.762679163,-7.06506342,0.003937279
34,Ischemic Event,0.87,0.72,86.4,81.1,83.7,0.73,0.59,0.7,0.897203875,0.003719479,0.662964311,0.696763889,0.778384588,0.752958601,69.10717228,75.48765802,-6.38048574,-9.232740293,0.002286879
0,Bleeding Risk,0.82,0.68,92.2,80,85.7,0.55,0.64,0.66,0.870908674,0.003141412,0.697594866,0.642299832,0.772495773,0.786205757,71.81926402,76.64283673,-4.823572705,-6.716265852,0.00445693
6,Bleeding Risk,0.88,0.66,92.3,76.6,83.7,0.62,0.35,0.95,0.877292676,0.004893791,0.677979232,0.638231806,0.801587906,0.795804683,74.67290465,82.21592163,-7.543016983,-10.10141097,0.001912889
37,Ischemic Event,0.82,0.67,80.6,79.7,80.1,0.19,0.16,0.93,0.887935008,0.002131786,0.677106063,0.630291737,0.795060326,0.785390445,71.44612882,77.92249686,-6.476368044,-9.064687131,0.004360949
34,Bleeding Risk,0.78,0.71,87.2,85.1,86.1,0.91,0.94,0.92,0.910878812,0.003937139,0.728631211,0.632976854,0.833305024,0.797121101,65.76087834,70.51928339,-4.758405048,-7.23592076,0.001590496
18,Bleeding Risk,0.87,0.73,85.4,74.3,79.5,0.61,0.8,0.8,0.891413182,0.003414015,0.727069862,0.649114954,0.758426668,0.718811133,72.86270998,80.76340239,-7.900692411,-10.84325907,0.003774083
12,Bleeding Risk,0.88,0.66,85.8,80,82.8,0.85,0.48,0.9,0.871803977,0.002049914,0.730334545,0.615907437,0.752989462,0.736834971,66.84854104,74.06767223,-7.219131186,-10.79923522,0.001022333
31,Ischemic Event,0.92,0.82,90,74.1,81.3,0.72,0.69,0.95,0.902292527,0.004070246,0.711710286,0.648456241,0.805665016,0.733088942,73.61144395,80.27217656,-6.660732606,-9.048501494,0.004190024
15,Bleeding Risk,0.83,0.74,79.7,77.9,78.8,0.29,0.59,0.66,0.944247886,0.003354231,0.716081423,0.671347912,0.834050156,0.770778228,72.43645405,79.70653212,-7.270078072,-10.03649084,0.002849889
15,Bleeding Risk,0.82,0.82,90.1,81.5,85.6,0.53,0.5,0.75,0.900131641,0.002318889,0.700508035,0.63265142,0.775164847,0.791502575,72.85872384,79.25018778,-6.391463942,-8.772407209,0.002755118
23,Ischemic Event,0.87,0.78,81.3,83.2,82.2,0.22,0.6,0.93,0.860358693,0.004211889,0.688977839,0.686185519,0.755874299,0.746634652,68.9392921,74.67561804,-5.736325934,-8.320836724,0.003009762
34,Bleeding Risk,0.81,0.73,79.9,83.2,81.5,0.1,0.5,0.79,0.873842549,0.004375316,0.719908826,0.638783405,0.766509731,0.730931826,68.51231143,72.97610881,-4.463797373,-6.515321523,0.001569058
21,Ischemic Event,0.89,0.79,86,83.1,84.5,0.09,0.94,0.79,0.940549714,0.003105532,0.729040724,0.675537337,0.816376333,0.752510915,66.6820714,69.75312774,-3.071056338,-4.605520305,0.001699197
24,Bleeding Risk,0.85,0.71,85.8,84.6,85.2,0.06,0.53,0.78,0.909356678,0.003709951,0.678915312,0.672403542,0.766955224,0.77145412,69.33260136,74.66875249,-5.336151133,-7.696453081,0.001002484
34,Bleeding Risk,0.86,0.79,80,76,77.9,0.77,0.79,0.89,0.916112037,0.001183059,0.717368314,0.67610562,0.812665863,0.733491752,74.1996679,77.31099676,-3.111328856,-4.193184342,0.001343846
7,Ischemic Event,0.86,0.72,92.9,82,87.1,0.96,0.24,0.68,0.94160622,0.001166081,0.653960258,0.695235268,0.830423663,0.702696701,73.38205539,77.05544687,-3.673391477,-5.005844354,0.004393784
0,Bleeding Risk,0.85,0.79,91.2,82.7,86.7,0.63,0.89,0.82,0.944699672,0.002637312,0.658152932,0.622742635,0.791434345,0.704714934,69.18184601,76.64698174,-7.465135731,-10.79059921,0.003160282
35,Bleeding Risk,0.82,0.69,89.5,74.1,81.1,0.98,0.1,0.92,0.917266963,0.002197914,0.660580029,0.671775666,0.778506735,0.76171152,70.53846681,76.61991537,-6.081448557,-8.621464049,0.004782248
3,Ischemic Event,0.85,0.82,85.5,82.1,83.8,0.16,0.24,0.66,0.87261894,0.001623404,0.690385386,0.685516303,0.759954909,0.742322802,72.88987904,76.00108757,-3.111208524,-4.268368345,0.001624368
4,Ischemic Event,0.78,0.83,79.2,77.8,78.5,0.04,0.96,0.76,0.855765638,0.001430617,0.748225243,0.686868906,0.750424121,0.763982306,71.01013852,76.76194233,-5.751803819,-8.099975495,0.001678683
20,Bleeding Risk,0.8,0.8,83.3,75.9,79.4,0.85,0.99,0.77,0.888030063,0.003902155,0.747260291,0.639567227,0.76776214,0.739058277,72.85917819,78.33661191,-5.477433718,-7.517836262,0.00364818
34,Bleeding Risk,0.86,0.8,80.4,84.4,82.4,0.53,0.7,0.77,0.928867709,0.004591087,0.722304402,0.637130185,0.797888467,0.725955894,73.52695417,80.64308039,-7.116126225,-9.678255145,0.002508102
34,Bleeding Risk,0.82,0.72,87.7,73.6,80,0.65,0.89,0.85,0.890655609,0.002468663,0.749312424,0.679617727,0.83284843,0.728990096,72.68336781,80.20059688,-7.517229068,-10.34243362,0.004589807
12,Ischemic Event,0.82,0.66,87.1,83.7,85.4,0.39,0.3,0.71,0.861448544,0.00219494,0.696783552,0.683123659,0.836850938,0.7900571,69.11360808,76.73395581,-7.62034773,-11.02582826,0.001536196
5,Bleeding Risk,0.8,0.67,90.2,81.8,85.8,0.94,0.51,0.92,0.910548208,0.004883087,0.682340225,0.679912011,0.779619331,0.747378607,73.13151172,77.28005581,-4.148544082,-5.672717526,0.001068541
12,Ischemic Event,0.78,0.82,84.7,73.1,78.5,0.5,0.48,0.9,0.922471527,0.002409604,0.748422712,0.674601172,0.782978532,0.706464303,65.80073172,72.58569623,-6.784964513,-10.31138155,0.002159718
4,Bleeding Risk,0.91,0.7,83.3,81.1,82.2,0.39,0.74,0.84,0.905941653,0.003878514,0.702374379,0.629911047,0.75055622,0.732943512,69.3384567,72.99692179,-3.658465095,-5.276242462,0.003997949
13,Bleeding Risk,0.9,0.67,83,71.6,76.9,0.24,0.65,0.77,0.865703674,0.003544108,0.747696251,0.699021327,0.763666351,0.70635024,65.13584824,72.15231899,-7.01647075,-10.77205708,0.001464087
35,Ischemic Event,0.83,0.8,84.6,76.9,80.6,0.22,0.76,0.7,0.88746341,0.003694708,0.675088352,0.611964926,0.794163025,0.771566888,68.31411292,74.8324276,-6.518314678,-9.54168092,0.00190409
19,Ischemic Event,0.86,0.71,90.1,85.9,87.9,0.21,0.17,0.66,0.914263142,0.001898524,0.651668194,0.693042949,0.801120112,0.706848476,73.74516593,79.02735471,-5.282188783,-7.162759371,0.00234226
33,Bleeding Risk,0.81,0.66,82.9,85,83.9,0.92,0.45,0.85,0.917287731,0.004574697,0.692260734,0.607126506,0.81010491,0.747220429,69.78286159,73.05256474,-3.269703147,-4.685538931,0.002121725
6,Bleeding Risk,0.85,0.8,79.5,74.1,76.7,0.3,0.12,0.75,0.88169561,0.002697987,0.707481344,0.644968869,0.753140853,0.739247126,67.82554375,71.939864,-4.114320249,-6.066033564,0.002069191
0,Ischemic Event,0.79,0.67,81.3,82.9,82.1,0.57,0.83,0.86,0.910118569,0.003826724,0.686314286,0.600273251,0.758053603,0.746425219,74.73583648,81.46925929,-6.733422807,-9.009630619,0.004023012
17,Bleeding Risk,0.8,0.74,87.5,76.6,81.7,0.43,0.39,0.86,0.941319463,0.002304795,0.740974629,0.66557199,0.752215455,0.751545273,72.73186153,77.19393236,-4.462070836,-6.134960308,0.002937666
10,Bleeding Risk,0.85,0.83,89.6,82.3,85.8,0.89,0.57,0.87,0.915797187,0.001149259,0.722698719,0.608520217,0.79551482,0.706080807,74.6217072,82.43169475,-7.809987555,-10.46610678,0.00498165
8,Ischemic Event,0.83,0.78,91.5,73.5,81.5,0.71,0.29,0.7,0.897751248,0.004590799,0.675427333,0.67408544,0.847659706,0.741164206,74.36372834,79.62023358,-5.256505235,-7.068641329,0.002376868
21,Ischemic Event,0.82,0.65,84,81.8,82.9,0.43,0,0.69,0.862853749,0.001047658,0.688186899,0.65673652,0.840477561,0.740884694,65.19368604,72.21676615,-7.023080108,-10.77263848,0.004926871
35,Ischemic Event,0.84,0.67,92.1,82.2,86.9,0.85,0.06,0.77,0.934719642,0.003376054,0.653782685,0.61329101,0.806404191,0.785155304,70.86825366,77.68213488,-6.813881221,-9.614856962,0.002656517
16,Bleeding Risk,0.91,0.75,88.6,71,78.8,0.69,0.57,0.85,0.936925539,0.003318044,0.742547704,0.65487363,0.797832994,0.763993262,70.87295585,74.70755992,-3.834604067,-5.410532157,0.003095796
0,Bleeding Risk,0.83,0.76,81.4,72.5,76.7,0.98,0.75,0.7,0.90728974,0.004753411,0.746814976,0.6308638,0.79338312,0.731357754,70.8462117,74.24738257,-3.401170869,-4.800780151,0.004020379
30,Bleeding Risk,0.87,0.7,84.1,84.7,84.4,0.94,0.13,0.79,0.866440584,0.001892844,0.663510136,0.616868542,0.752706986,0.775636818,69.80113547,73.12827912,-3.327143653,-4.766603911,0.003579631
20,Ischemic Event,0.91,0.69,82.8,75,78.7,0.07,0.43,0.95,0.917971979,0.003680313,0.741723403,0.692927996,0.797218947,0.765030598,72.22653484,76.52513919,-4.298604343,-5.95155832,0.003001445
33,Ischemic Event,0.79,0.76,88.2,72.8,79.8,0.92,0.66,0.7,0.891558782,0.001815958,0.729351159,0.655229733,0.758255424,0.701696985,71.06006226,78.61423337,-7.554171111,-10.63068462,0.004606199
8,Bleeding Risk,0.83,0.8,81.4,81.7,81.5,0.16,0.32,0.87,0.933589204,0.002178622,0.659038204,0.688516586,0.845632235,0.795918319,66.90003131,70.89659775,-3.996566438,-5.973938069,0.001021273
1,Ischemic Event,0.82,0.76,81.3,83.6,82.4,0.3,0.65,0.77,0.94397226,0.001731322,0.733781679,0.651271916,0.843819028,0.79473982,74.62090223,79.93801419,-5.317111952,-7.125499415,0.002992338
2,Bleeding Risk,0.79,0.75,91.2,76.5,83.2,0.52,0.55,0.71,0.861030956,0.002532272,0.716645928,0.634612561,0.805247454,0.728641087,68.62426096,72.17756712,-3.553306162,-5.177915379,0.003970758
0,Ischemic Event,0.84,0.77,91.4,76.3,83.2,0.32,0.66,0.68,0.855697761,0.002586862,0.717775834,0.673185185,0.849219789,0.759463283,72.12162621,75.7410405,-3.619414285,-5.018486791,0.002809546
8,Ischemic Event,0.82,0.67,87.5,79.5,83.3,0.33,0.37,0.83,0.897438268,0.001648246,0.692708973,0.653202392,0.794595883,0.74668417,67.57668561,72.67633793,-5.099652322,-7.546467064,0.004526553
1,Ischemic Event,0.88,0.68,92.5,78.8,85.1,0.77,0.84,0.86,0.927561455,0.002932199,0.661231146,0.63739409,0.752726172,0.763865769,70.73495595,74.36772941,-3.632773458,-5.135754181,0.001394432
6,Ischemic Event,0.8,0.84,80.3,72.5,76.2,0.66,0.08,0.85,0.874378995,0.003155642,0.724137582,0.664267204,0.76354206,0.721627871,68.13999255,73.16971177,-5.029719219,-7.381449617,0.004531294
11,Bleeding Risk,0.89,0.72,86.3,83.4,84.8,0.02,0.71,0.82,0.851502337,0.00418463,0.69857828,0.696255765,0.84433282,0.799381517,65.79438944,73.53676012,-7.742370674,-11.76752416,0.001272189
23,Ischemic Event,0.9,0.77,88.1,85.1,86.6,0.85,0.82,0.92,0.858021028,0.002255884,0.741769692,0.660429431,0.833858268,0.723402509,74.21802993,81.29607722,-7.078047291,-9.536829929,0.004342095
37,Ischemic Event,0.87,0.78,82.4,72,76.8,0.51,0.81,0.85,0.918335925,0.00250445,0.74135715,0.684741083,0.842044837,0.783073952,68.32287532,73.36436209,-5.041486772,-7.378914819,0.002708199
36,Ischemic Event,0.86,0.68,89.7,72.2,80,0.93,0.68,0.67,0.886747531,0.003717827,0.695708257,0.600870279,0.839647455,0.766467684,65.76303717,68.83600137,-3.072964201,-4.672783273,0.001534821
3,Ischemic Event,0.89,0.79,85.2,78.8,81.9,0.27,0.64,0.75,0.887922582,0.002215488,0.70852204,0.607314342,0.818692812,0.732396293,65.35955783,69.06057583,-3.701018001,-5.662550549,0.00317587
3,Bleeding Risk,0.82,0.82,89,82.3,85.5,0.17,0.52,0.84,0.923742585,0.003704438,0.697082889,0.660971943,0.792216631,0.764679234,66.08711509,73.17036687,-7.083251771,-10.71805262,0.001928532
31,Ischemic Event,0.87,0.65,88.8,79.7,84,0.3,0.35,0.72,0.901136587,0.00292896,0.670221342,0.638302015,0.818527814,0.788938429,74.77691731,82.65279482,-7.875877506,-10.53249825,0.004705704
14,Ischemic Event,0.9,0.81,79.5,76.3,77.9,0.94,0.05,0.79,0.894983459,0.003446757,0.700730111,0.636937319,0.78872253,0.775458583,66.72115596,71.16335164,-4.442195676,-6.65785179,0.001983009
6,Bleeding Risk,0.91,0.74,81.3,77.8,79.5,0.52,0.05,0.73,0.926661636,0.003820963,0.683520999,0.616478813,0.831310677,0.731650928,65.76251382,70.53817174,-4.775657915,-7.261975915,0.004999149
3,Ischemic Event,0.84,0.67,81.2,76.7,78.9,0.57,0.64,0.85,0.949595861,0.001804118,0.712608373,0.606689301,0.804177712,0.79681998,73.00520249,77.57477003,-4.569567538,-6.259235482,0.002415099
9,Ischemic Event,0.83,0.74,89.6,85.6,87.6,0.44,0.9,0.85,0.929102917,0.002030147,0.718949616,0.69591206,0.759342912,0.788685374,73.68262904,79.26667629,-5.584047254,-7.578512503,0.00346235
34,Ischemic Event,0.91,0.85,87.7,75.9,81.4,0.43,0.71,0.87,0.906448215,0.001636604,0.687013891,0.650963655,0.83054481,0.778327347,74.84860822,82.43922916,-7.590620948,-10.14129872,0.002305494
4,Ischemic Event,0.87,0.78,88.9,84.4,86.6,0.1,0.54,0.7,0.887258025,0.004203801,0.722995701,0.615599129,0.823630233,0.773885992,68.24193694,75.12863011,-6.886693169,-10.09158514,0.003250014
6,Bleeding Risk,0.86,0.7,90.1,79.7,84.6,0.33,0.72,0.83,0.856098133,0.003790523,0.674340358,0.660033366,0.775909932,0.772065258,73.49819527,79.05576831,-5.557573041,-7.561509531,0.004762527
36,Ischemic Event,0.86,0.66,89.7,81.8,85.6,0.28,0.35,0.71,0.859698958,0.00272155,0.744303517,0.67640871,0.833521689,0.70009298,72.950658,78.64661015,-5.695952147,-7.807951708,0.00417987
12,Bleeding Risk,0.86,0.79,86.7,76.2,81.1,0.98,0.37,0.69,0.926278087,0.003179786,0.696641433,0.614952611,0.809366884,0.716092209,66.65733307,72.62461582,-5.967282746,-8.952177458,0.002142734
9,Bleeding Risk,0.8,0.81,85.1,83.5,84.3,0.86,0.63,0.94,0.948239001,0.003437091,0.702394153,0.630147026,0.768288504,0.797307381,74.05812205,77.16546018,-3.107338127,-4.195810049,0.004937475
0,Bleeding Risk,0.8,0.68,82.2,71.1,76.2,0.09,0.23,0.86,0.935085578,0.004441433,0.730354921,0.690414037,0.841998286,0.752434079,72.40710021,78.81730554,-6.410205331,-8.853006559,0.004871717
9,Bleeding Risk,0.83,0.7,86.3,72.9,79,0.91,0.93,0.67,0.906478075,0.00496543,0.670325994,0.62727395,0.790345619,0.775066452,69.49837178,76.4369199,-6.938548125,-9.983756378,0.001100491
11,Ischemic Event,0.86,0.74,79.4,72,75.5,0.13,0.05,0.93,0.874204929,0.004670856,0.699898802,0.683085041,0.842402033,0.716363039,70.10254059,74.75421389,-4.651673302,-6.635527418,0.004181898
14,Bleeding Risk,0.86,0.84,85.4,79.3,82.2,0.1,0,0.86,0.927675363,0.002208033,0.736177226,0.684460641,0.84163528,0.799273549,69.49270759,74.79981686,-5.30710927,-7.636929764,0.001718108
37,Bleeding Risk,0.88,0.71,85.7,73.7,79.2,0.38,0.14,0.78,0.947710712,0.00147763,0.705752832,0.670649769,0.824627816,0.768651061,67.2791808,72.08569953,-4.806518736,-7.144139805,0.001468545
19,Ischemic Event,0.88,0.7,80.1,74.5,77.2,0.33,0.59,0.89,0.939024998,0.003268286,0.676813202,0.685571379,0.7621503,0.708588054,68.09050165,74.58316976,-6.492668103,-9.535350667,0.003589097
6,Bleeding Risk,0.79,0.71,85.2,80.3,82.7,0.88,0.23,0.95,0.881203502,0.001644583,0.710155064,0.649249675,0.762174397,0.719166456,72.01804248,75.57150146,-3.553458975,-4.934123246,0.001359323
3,Bleeding Risk,0.82,0.78,83,79,81,0.6,0.79,0.66,0.89959232,0.004485017,0.707347673,0.604935871,0.820587208,0.78567317,66.1935404,72.54000614,-6.346465741,-9.587741798,0.001936101
15,Bleeding Risk,0.89,0.68,81.4,80,80.7,0.92,0.4,0.77,0.939538591,0.003452562,0.731924271,0.682351229,0.791518804,0.768721199,71.16101379,75.6523079,-4.491294114,-6.311453245,0.001457958
32,Bleeding Risk,0.81,0.84,90.3,78.4,83.9,0.01,0.95,0.8,0.921322204,0.00165431,0.669744487,0.611047393,0.775285525,0.772497601,69.32444442,75.06423628,-5.739791869,-8.279607456,0.004507621
3,Ischemic Event,0.81,0.74,88.1,76.9,82.1,0.09,0.23,0.95,0.876882911,0.004797096,0.749724728,0.636612452,0.842773705,0.793144106,73.19892307,80.68373803,-7.484814956,-10.22530748,0.001033305
24,Bleeding Risk,0.89,0.68,80.1,76.2,78.1,0.7,0.92,0.91,0.889060696,0.003316276,0.658503276,0.663240511,0.761271149,0.797741307,71.1408249,77.29209117,-6.151266275,-8.646605214,0.002840559
3,Ischemic Event,0.9,0.67,82.8,77.1,79.8,0.61,0.58,0.71,0.90149128,0.001485501,0.694927368,0.670601845,0.754552257,0.702871127,72.77292621,78.91782982,-6.144903613,-8.443941907,0.003473291
30,Bleeding Risk,0.84,0.8,86,73.9,79.5,0.65,0.41,0.74,0.930332662,0.003353818,0.723889562,0.649516565,0.77529262,0.783270729,66.7732626,72.76887118,-5.995608585,-8.979055915,0.001736116
